Taxon Name,Influent_WWTP_1_24_24_MH1_S480,Influent_WWTP_2_1_24_MH1_S340,Influent_WWTP_1_24_24_MH2_S478,Influent_WWTP_1_24_24_MH3_S479,Influent_WWTP_1_24_24_MH4_S476,Influent_WWTP_2_1_24_MH2_S339,Influent_WWTP_2_1_24_MH3_S346,Influent_WWTP_2_1_24_MH4_S341,Influent_WWTP_2_10_24_MH2_S348,Influent_WWTP_2_10_24_MH3_S338,Influent_WWTP_2_10_24_MH4_S337,Influent_WWTP_2_14_24_MH2_S349,Influent_WWTP_2_14_24_MH3_S343,Influent_WWTP_2_14_24_MH4_S342,Influent_WWTP_7_31_23_MH2_S477,Influent_WWTP_7_31_23_MH3_S355,Influent_WWTP_7_31_23_MH4_S347,Influent_WWTP_7_24_23_MH2_S473,Influent_WWTP_7_24_23_MH3_S359,Influent_WWTP_7_24_23_MH4_S358,Influent_WWTP_7_17_23_MH2_S474,Influent_WWTP_7_17_23_MH3_S351,Influent_WWTP_7_17_23_MH4_S350,Influent_WWTP_7_10_23_MH2_S353,Influent_WWTP_7_10_23_MH3_S354
Brucella sp. JSBI001,,,1,24,,1,,,3,4,1,9,3,1,,7,8,,6,4,,7,10,3,2
Staphylococcus sp. HL28,,,1,,,,,,,,,,,,,,,7,,2,1,,,,
Flyfo microvirus Tbat2_93,,,1,,,,,,,,,,,,,,,,,,,,,,
Pseudoalteromonas sp. KAN5,,,1,,1,3,3,2,,1,2,1,1,,2,,2,,,,1,1,1,2,3
Bacillus sp. N5-665,,,1,,,,,1,,,,,,,,1,,1,,2,,,,,1
Enterococcus sp. PLM3,,,1,,,4,,,,,,,,1,,,,,,,,,,,
Escherichia phage JL22,,,1,,,,,,1,,,1,2,,,,,,,,,,,,
Flumine parvovirus 8,,,1,,,,,,,,,,,,,,,,,,,1,,,
Bracchivirus U2F1,,,1,,,,3,,2,5,2,,1,1,,,,,,,,,,,
Manovirus Mano,,,1,,,,,,,,,,,1,,,,,2,,,,,,
Natronosalvus amylolyticus,,,1,,,,1,,,1,1,,,,,,1,5,2,,,,1,,
Natrononativus amylolyticus,,,1,,,,1,,,,,,,,5,1,4,5,1,,5,,1,,1
Arthrobacter sp. zg-Y1171,,,1,2,,,3,,1,,2,1,,,1,1,3,,,,1,3,1,3,
Rhodobacter phage RcAqua,,,1,,,,,1,,,,,,,,1,,,,,,,,,1
Rhodobacter phage RcSwan,,,1,,3,1,1,,,,,3,,1,,2,,,,4,,,,1,
Xanthomonas phage vB_Xar_IVIA-DoCa8,,,1,,2,,,3,,,,,,,,1,,,,,4,,,1,
Paenarthrobacter sp. JL.01a,,,1,1,,,,,1,1,,3,,1,,2,3,1,1,1,4,3,1,4,1
Lactobacillus sp. ESL0680,,,1,,,,,,,,,,,,,,,,,,,,,,
Bifidobacterium sp. ESL0798,,,1,,,,,,,,,1,2,1,,1,,1,1,,7,,,,
Rhodococcus sp. JS3073,,,1,6,,1,,2,1,,,,,1,,11,2,5,9,,2,8,9,8,5
Vibrio phage vB_ValM_PVA8,,,1,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas phage UF_RH5,,,1,,4,1,3,1,,,,,,,,6,,2,,,7,2,3,2,4
Streptomyces sp. MMBL 11-1,,,1,,2,,1,,,2,,,3,,3,,1,,3,2,,5,2,,1
Pseudomonas sp. NyZ480,,,1,9,2,4,1,4,2,4,3,8,4,2,6,1,5,,3,,,1,5,1,2
Vibrio sp. FE10,,,1,,,,2,3,1,,1,3,1,1,3,8,1,,,1,16,2,34,1,
Sulfitobacter phage vB_SupP_AX,,,1,,3,,,,,,,,,,,,,,,,,,,,1
Polynucleobacter sp. HIN10,,,1,,,,,1,,,,1,,,,,,,,,,,,,
Neisseria sp.,,,,4,4,,,,,,,,,,,,,,,,,,,,
Paenacidovorax caeni,,,,6,,,2,,,,1,,,,,,,,,,,,,2,
Acinetobacter harbinensis,,,,8,1,,,,,8,3,,1,,,,,,,,,,,,
Novosphingobium sp.,,,,1,1,,,,,,1,,,1,,,,,,,,,,,
Acidovorax sp. NO-1,,,,6,2,,,3,,,,,,,,,,,,,,,4,,
Dialister sp.,,,,2,,,,,,,,,,,,,,,,,,,,,
uncultured Gordonia sp.,,,,4,,,,,,,,,,,2,,,,,1,,9,9,2,
Arcobacter sp.,,,,1,,,1,9,,,,,,2,,,1,,,,,,,,1
Brachymonas denitrificans,,,,6,,,1,2,,,,2,,,,,1,,,,,,1,,3
Moraxella caviae,,,,1,,,,,,,,,,,,,,,,,,,,,
Pseudomonas pharmacofabricae,,,,11,,,,,,,,3,,,,,,,,,,,,,
Paracidovorax anthurii,,,,3,,,,,,,1,1,,2,,,,,,,,,,,
Stenotrophomonas sp.,,,,2,,,,1,1,,,,,,1,,,,,,1,,,,1
Pseudomonas carnis,,,,1,,,,,,,,,,,,,,,,,,,,,
uncultured Brevundimonas sp.,,,,2,,,,,,,,,,,,,,,,,,,,,
Microbacterium lacticum,,,,1,,,,,,,,,2,1,,,,,,,,,,,
uncultured Catenibacterium sp.,,,,3,,,,,,,,,,,,,,,,,1,,,,
Shinella sp.,,,,5,,,,,,,2,,,,,,,,1,,,,2,,
Shinella granuli,,,,1,,,,,,,,,,,,,,,,,,,,,
Flavobacterium degerlachei,,,,1,,,1,2,,,,,,,,,,,,,,,,,
Ciceribacter naphthalenivorans,,,,3,,,,,,1,,,,,16,5,6,,2,6,2,5,4,2,6
uncultured Megasphaera sp.,,,,1,,,,2,,,,,,,,,,,,,,,,,
Ligilactobacillus agilis,,,,24,1,1,2,6,2,3,1,7,6,,6,3,,,,1,,,,2,
Candidatus Levybacteria bacterium,,,,1,,,,,1,,,,,,4,1,,,,,,,,5,1
Uliginosibacterium sp.,,,,2,,,,,,,,,,,,,,,,,,,,,
uncultured Eubacteriales bacterium,,,,10,,,1,,,,,1,,,4,1,,,,,4,,,4,1
Pseudomonas bubulae,,,,14,1,1,1,,11,7,89,1,2,1,,,,,,,,,,,
Mitsuokella multacida,,,,2,,,1,1,,,3,,1,2,,,,,,,,,,,
Xylophilus ampelinus,,,,2,,,1,,3,,,2,3,,1,,1,,,,6,1,1,2,
Pseudomonas abietaniphila,,,,6,,1,,,,,6,,,,,,,,,,,1,,,
uncultured Parasutterella sp.,,,,2,,,,,,,,2,,,,,,,,,,,,,
CrAssphage sp. C0521BD4,,,,101,,,3,157,,,,49,,,,,,,,,,,,75,40
Acidovorax facilis,,,,4,4,,1,4,5,1,2,1,3,3,,,3,2,,1,3,1,,,3
Pseudomonas turukhanskensis,,,,2,,,,,,,,,,1,,,1,,,,,,,,
Pseudomonas sp. Z2_S_TSA13,,,,70,,,,,,,,,,,,,,,,,,,,,
uncultured Rhodobacterales bacterium HF4000_03E16,,,,1,,,,,,,,,,,,3,,,,,,,,,
Nitrosococcus oceani,,,,16,7,1,4,4,4,,1,5,3,5,18,18,24,,4,140,25,3,33,29,310
Candidatus Tokpelaia hoelldoblerii,,,,13,7,3,3,,,1,,,,1,,2,2,1,2,,12,4,,4,3
Flavobacterium glaciei,,,,1,,,,,,,1,,,1,,,,,,,,,,,
Providencia sp.,,,,7,,1,1,7,,1,,,,,,,,,,,,,,,
Siphoviridae sp. ctHip2,,,,7,,1,,,,,,,,,,,,,,,,,,,8
Rhodoblastus acidophilus,,,,2,,,,,,,,,,,2,,,,1,,8,1,,2,
Candidatus Uhrbacteria bacterium,,,,27,,,1,,1,,,,,,,1,,,,1,2,1,,,2
Chryseobacterium mulctrae,,,,1,,,,,,,,,,1,,,,,1,,,,,,
Klebsiella sp. KCL-2,,,,1,3,,1,4,,,,2,1,,,,,,,,,,,,
Candidatus Berkelbacteria bacterium,,,,1,,,,,,,,,,,2,3,,,,2,,,,,1
Candidatus Roizmanbacteria bacterium,,,,10,,1,,,,,,,1,,3,3,,1,,,1,10,3,,1
Mitovirus sp.,,,,48,,,,,,,,,,,,,,,,,,,,,
Flavobacterium gillisiae,,,,1,,,,,,,1,,,,,,,,,,,,,,
uncultured Neisseria sp.,,,,3,,,1,,,,,,,3,,,,,,,,,,,
Negativicoccus massiliensis,,,,40,,,,3,5,4,,18,6,4,7,4,5,10,7,10,7,3,12,1,8
Herbaspirillum sp.,,,,1,2,,,,,1,,,,1,,,,,,,,,,,
Rhodobiaceae bacterium,,,,4,,,,1,,,,1,,3,2,7,4,2,8,3,,3,1,4,3
Caudovirales sp. ct0YK8,,,,37,,,,,,1,,1,,2,,,,,,,,,3,,
Salinimonas sediminis,,,,35,2,4,11,4,,3,6,5,1,,4,4,,47,2,1,3,10,2,3,1
Nostoc sp. TCL26-01,,,,34,,1,,,1,,,,,10,,,8,,,,,,,3,6
Myoviridae sp. ctHMa1,,,,34,4,2,4,1,,,2,,,2,,,,,,,,,,,2
Rhodobacter phage RcRudolph,,,,11,,2,,5,5,3,2,4,10,2,18,35,6,17,23,16,27,5,,16,7
Eucalyptus grandis,,,,33,1,2,2,,2,10,1,,,1,,,1,1,3,,3,,,1,3
Pseudomonas flexibilis,,,,7,1,,,,,,,,3,,,,,,1,1,,,,,
Psychrobacter sp. DAB_AL62B,,,,6,,,,,4,2,,,,,,2,,,,,,,,,
uncultured Megamonas sp.,,,,1,,,,,,,1,,,,,,,,,,,,,,
Parvibaculaceae bacterium,,,,1,5,,1,,,2,,,1,2,,6,3,4,4,1,,5,2,12,4
Siphoviridae sp. ctxc31,,,,26,,,,,,,,,,,,,2,2,2,,,,6,3,
Klebsiella phage phiKO2,,,,29,,,2,,,,,1,1,,,,,,,,,,,,
Aquicella lusitana,,,,28,4,3,,2,3,1,1,3,3,2,17,6,4,3,5,4,,4,11,7,1
Comamonas nitrativorans,,,,27,,,,,,1,3,,2,1,,,,,,,,,,,
Halomonas sp. GT,,,,27,,,,3,6,,1,2,7,1,,1,1,,,,,1,,1,
Chlorobium phaeovibrioides,,,,5,,,,,2,2,,3,,,8,7,6,12,6,12,15,7,13,17,10
Pelodictyon phaeoclathratiforme,,,,26,3,,9,3,2,,3,,,3,42,8,39,29,71,71,76,36,34,50,40
Syzygium oleosum,,,,26,,2,,,4,,,,,1,1,2,,3,4,,2,,,,
Spiroplasma sp. NBRC 100390,,,,26,,1,1,,,,,,,,,,,,,,,,,,
Pseudomonas dryadis,,,,2,,,,,,,1,,,,,,,,,,,,,,
Edwardsiella phage vB_EtaM_ET-ABTNL-9,,,,22,1,1,,2,,,,,,,,,1,,1,1,3,6,,,2
Pedobacter boryungensis,,,,1,,,,,,,,2,1,,,,,,,,,,,,
Enhydrobacter sp. ZM35,,,,25,,1,,1,,1,,,,,,,,,,,,,,,
uncultured bacterium Contigcl_1787,,,,6,,,,,,1,,1,,,1,,,,1,,,,,1,
Berkelbacteria bacterium GW2011_GWE1_39_12,,,,3,,,,,,,,1,,,2,,,2,,,1,,2,,
Clostridium sp. CM027,,,,25,3,9,7,3,,1,,7,1,,,2,1,3,1,3,7,8,7,3,5
Caldalkalibacillus thermarum,,,,10,,,3,2,,,,3,,,3,5,3,,5,1,2,7,1,5,1
Roseburia sp. A2-194,,,,24,,2,,,,,,,,2,,,,,,,,,,,
Bartonella schoenbuchensis,,,,3,2,,,,,,,,,,,,,,,9,7,4,,,
Micropterix aruncella,,,,22,5,1,2,2,1,1,2,4,4,1,,8,3,2,5,4,16,2,2,5,5
Liquorilactobacillus hordei,,,,21,6,,,2,,,,5,,,5,1,,2,1,,3,3,,5,2
uncultured Macellibacteroides sp.,,,,21,,,,,,,,,1,,1,,1,,,,,,,1,2
Gordonia phage Dogfish,,,,21,,,,1,,,,,,,,1,,,3,,,,10,,
Bacillus sp. H(2010),,,,20,,,5,5,3,9,4,7,4,5,,,,,,,,,,,
Mycobacteroides franklinii,,,,1,,,,,1,,,,,,,4,1,,2,,,,1,3,
uncultured bacterium EB5,,,,20,,,2,3,8,,3,14,2,7,,,,,,,,2,,,
Polaromonas sp. W10N,,,,18,,,,,,,2,3,,2,,,2,,,,,,,1,
Xanthomonas phage Xoo-sp13,,,,1,,,,4,,,,,,,,,1,11,,,,,,,
uncultured Jannaschia sp.,,,,9,1,,,,,,1,,,,,,1,,,,,,,1,
Arthrobacter sp. JBH1,,,,19,,,,,,,,,,,,,1,1,,1,3,2,,,
Acinetobacter sp. D14,,,,19,,,,,,1,,,,,,,,,,,,,,,
Arachis hypogaea,,,,2,,,4,,,,2,1,8,,,,5,,8,,,,3,,3
Limnohabitans sp. 2KL-27,,,,3,,,,,2,,,,,,,,,,,,,,,,
Audreyjarvisvirus L47,,,,18,4,,,2,,,,,,,,,,,,,,,,,
Parageobacillus thermoglucosidasius,,,,1,1,2,5,1,5,,,1,2,1,7,4,2,1,2,7,,5,3,1,2
Sanguibacter inulinus,,,,3,,,,,,,,,,,,,,,,,,,,,
Medicago arabica,,,,17,4,,1,2,,,,2,1,,,,2,3,4,,1,4,1,2,1
Spiroplasma syrphidicola,,,,17,,3,,1,,,,,,,,1,,,,32,,1,,,
Flavobacterium daejeonense,,,,13,,,3,,,,1,,,,,,,,,,,,,,
Diaphorobacter sp. QH-6,,,,17,,,1,,,,,,,,,,1,,,,,,,,
Komagataeibacter sp.,,,,17,,,,,,,,,,,,,,,,,,,,,
Massilia mucilaginosa,,,,3,,,,,,,,,,,,,,,,,,,,,
Selenia dentaria,,,,16,2,,,1,3,1,2,4,1,1,10,5,2,2,4,1,10,,1,5,9
Paucilactobacillus hokkaidonensis,,,,4,,,2,1,,,,2,,,,,,,,,1,1,,,
Haloferax mediterranei,,,,15,,,,,,,,,,,,,3,,4,1,,5,1,1,
Flexistipes sinusarabici,,,,1,2,,1,6,,,,,,1,9,1,8,3,8,4,4,3,9,10,4
Cyanobacterium stanieri,,,,15,,2,2,4,,1,,,,1,,,,7,5,,,2,1,,
Idaea aversata,,,,15,1,,,,1,,,,,,1,2,1,4,3,,,,,2,
Criblamydia sequanensis,,,,15,1,,,,3,,1,3,2,,,2,2,7,,4,2,2,1,,1
Psychrobacter sp. DAB_AL32B,,,,9,,,,,,5,,1,1,,,,,,,,,,2,,
uncultured bacterium ctg7180000000788,,,,15,,,,,,,,,,,,,,,,,,,,,
Klebsiella sp. P1CD1,,,,15,1,,3,1,,,,,,3,,,,2,,,,,2,,
Streptococcus phage Javan551,,,,15,,,,2,,,,,,,,,,,,,,,,,
Paenibacillus spongiae,,,,1,3,,2,4,3,3,,,5,2,14,2,4,1,2,3,7,8,8,8,8
Caloramator sp. mosi_1,,,,15,7,6,5,1,2,1,,10,2,7,8,6,9,10,5,15,14,15,13,12,11
Glaucoma chattoni,,,,14,,,,,4,7,3,13,,,,,,,,,,,,,
Harmonia axyridis,,,,14,1,,,1,,,,,1,,3,,1,2,3,3,,,,4,1
Jannaschia rubra,,,,2,,,,,,,,,,,,,,,,,,,,,
Trematosphaeria pertusa,,,,14,,,,,,,,1,,,4,1,2,2,,,2,1,,,1
Flavobacterium glycines,,,,5,,,1,,2,,,,,1,,,,,,,,,,,
uncultured bacterium TB350_p,,,,14,,,,,,1,,,,,,,,,,,,,,,
Enterobacter sp. HP19,,,,12,,,,,,1,,1,3,,,,,,,,,,,,
Polynucleobacter sp. MWH-UH2A,,,,14,2,,,1,3,,,,1,1,,,,,4,,2,1,3,2,3
Badaguanvirus IME347,,,,14,,,,,,,,,,,,,,,,,,,,,
Siphoviridae sp. ctL0q1,,,,14,2,1,,,,,,,1,,,,,,,,,,,,
Caudovirales sp. ct0jG3,,,,14,,,4,,,,,,,,,,,1,,,,,,,
Siphoviridae sp. ctzto35,,,,14,,1,,,,,1,3,1,,3,,4,1,,1,13,10,12,2,3
Corynebacterium amycolatum,,,,13,,1,,,,,,9,,,3,3,1,2,3,,2,2,4,2,1
Weissella thailandensis,,,,13,,,1,,,,,,1,,,1,,,,,,,,,
uncultured Sphingomonadaceae bacterium,,,,2,,,,,,,,,,,,,,,,,,2,,,
Fulvimarina pelagi,,,,11,,,,,1,,,,1,2,,2,,4,1,3,,1,1,1,
Thermovirga lienii,,,,13,2,,,,1,,,,,,7,1,10,14,7,18,20,6,8,10,11
Candidatus Arthromitus sp. SFB-rat-Yit,,,,1,,,2,,1,,,1,3,5,3,,,,4,1,,2,4,1,5
uncultured bacterium Contig1777_n_1791_cl,,,,13,1,,,,,3,,,1,5,,,1,1,,1,6,,4,2,
Campylobacter corcagiensis,,,,3,,5,,2,,,,,,,235,26,20,29,20,46,40,19,29,58,50
Trichocoleus desertorum,,,,8,,,1,1,4,1,,1,5,,,3,3,,,,1,2,2,1,4
Vibrio phage VPp1,,,,13,,,,,,,,,,,,,,,,,,,,,
uncultured Woeseiaceae bacterium,,,,3,,,,,,,,,1,,7,,2,1,1,1,4,1,2,,1
Candidatus Vesicomyosocius sp. Psoy_4_S8,,,,13,,,,,,,,,,,,1,,,,,,1,,,
Rodentibacter haemolyticus,,,,7,,2,3,3,3,2,8,1,4,1,,1,2,6,1,,5,2,2,2,2
Siphoviridae sp. cteDy1,,,,4,,2,2,2,,,,8,,,,,,,,,,,,,
Myoviridae sp. ctHlk26,,,,13,3,1,2,1,1,,,,13,,,,,,,,6,,,,
Staphylococcus sp. NRL 16/872,,,,13,,,,,,,,1,,,,,,,,,,,,,
Hirschia baltica,,,,12,,,1,2,,,,,2,,2,3,6,3,,2,7,5,2,,4
uncultured Microgenomates group bacterium,,,,12,,,,,,,,,,,1,1,,,,,3,,,,
Pseudomonas taiwanensis,,,,1,2,,,2,,,1,,2,,,,,,,,,,3,,1
Pollenia amentaria,,,,12,,,,,1,,,,,,,,,,,,,,,,
Kosmotoga pacifica,,,,12,,,,,,,,,1,1,,3,1,,4,3,,1,2,4,4
Corynebacterium glyciniphilum,,,,12,2,,1,1,3,,2,,,,4,,1,1,4,,2,5,,3,1
Candidatus Shapirobacteria bacterium GW2011_GWF1_38_23,,,,12,,,,,,,,,,,,,,,,,,,,,
Aureimonas sp. AU12,,,,2,,1,,,,,2,1,,4,5,5,6,1,8,,1,,14,1,
Klebsiella phage 05F01,,,,12,,,,,2,,,,,,,,,,,,,,,,2
Ghunavirus Pf1ERZ2017,,,,12,,,,,,,,,,,,,,,,,,,,,
Sporosarcina sp. resist,,,,12,3,4,,,4,,1,1,1,2,,5,1,1,2,1,2,38,,1,
Erwinia phage pEa_SNUABM_5,,,,12,,,,,,,,,,,,,,,,,,,,,
Pseudanabaena phage Pam3,,,,2,,,,,,,,,,2,9,2,,,6,,3,,,6,1
Thermanaeromonas toyohensis,,,,1,,3,,,,2,,,,,,,2,4,,1,2,3,3,4,4
Micromonas commoda,,,,11,5,,1,2,3,5,1,2,,,5,44,17,1,2,12,1,4,3,7,3
uncultured bacterium 1114,,,,11,,,1,1,,,,,,,,,,,,,,,,,
Candidatus Methylomirabilis oxyfera,,,,11,2,4,4,4,4,7,2,1,,2,9,1,15,5,6,8,11,19,9,14,14
Colletotrichum siamense,,,,11,,,,,,1,,,,,,1,,2,,,3,1,,,
Eudemis profundana,,,,11,2,,,,1,,,2,,,2,,,,5,1,1,1,1,,
uncultured bacterium Cbeg9,,,,11,,,1,,,,,,,,,,,,,,,,,,
Staphylococcus sp. MI 10-1553,,,,11,,,,,2,,,,,,1,2,,,,,,,3,1,
CrAssphage sp. C0521BW15,,,,11,,129,155,3,,,,,,,,,,,79,32,194,,,,1
Inoviridae sp. ctwVE22,,,,11,,,,,,,,3,,1,,,,,,,,,,,
Siphoviridae sp. ctwQg18,,,,11,7,,,2,6,8,,7,3,3,,,,2,,,,,,,
Fadolivirus algeromassiliense,,,,6,,,,,3,1,,1,,,,,1,,1,,,1,2,,
Drosophila erecta,,,,10,,,,,5,,,,,,,4,1,3,1,,,,1,2,4
Mycoplasmopsis felis,,,,10,2,,,,,,,2,,,,,1,1,,,3,,,,
Corynebacterium falsenii,,,,10,1,1,,,5,1,,2,1,3,2,2,,3,,,1,2,2,1,2
Paenibacillus glycanilyticus,,,,7,,,,,,,,,,,,,,,,,,,,,
Parvularcula bermudensis,,,,10,,,,,,,2,,1,,5,2,3,3,3,9,,3,1,4,7
Phaeoacremonium minimum,,,,10,,1,,,,,,,1,,2,,,,,,,,,,1
uncultured Tolumonas sp.,,,,10,,2,,,,,,,7,,,,,,,,,,,,
uncultured Klebsiella sp.,,,,2,,,,,1,1,,,,,,,,,,,,,,,
Candidatus Liberibacter americanus,,,,5,,,,,,,,2,,,2,1,1,2,,,3,,,1,
Halomonas sp. HAL1,,,,10,2,,,,,,,,,,,,,,,,,,,,
Ochropacha duplaris,,,,10,1,,4,,2,5,2,,4,1,5,1,,2,,4,2,2,1,2,2
Vibrio jasicida,,,,1,2,1,3,,,,2,1,,,2,1,4,,,,,,,,4
Sphingomonas sp. Fr1,,,,10,4,,,,,,,,,,,,,,,,,,,,
Reinekea forsetii,,,,10,4,,7,3,7,4,4,1,6,2,19,2,17,,5,1,,1,5,3,4
Calothrix sp. 336/3,,,,10,,3,,,3,,,1,1,,,,,8,1,,,2,3,1,1
uncultured bacterium Contig1500,,,,10,2,1,,,1,2,3,,,,,,,,,,1,3,,2,2
Leptospira sp. GIMC2001,,,,10,,,1,4,,,15,,,2,2,1,4,3,2,2,6,5,1,3,
Lawsonella clevelandensis,,,,2,,,,1,,6,,2,1,,,,2,6,,4,5,3,3,2,4
uncultured bacterium 50,,,,10,,,,,,,,,,,,,,,1,,,,,,
Leuconostoc sp. LN180020,,,,10,4,,,,2,1,2,2,5,,,,,3,,,,2,,,
Acinetobacter virus fBenAci003,,,,10,,2,,,,,1,,,,,,,,,,,,1,,1
Desulfovibrionaceae bacterium LT0009,,,,10,2,,,,1,5,2,,2,5,4,3,6,3,9,3,11,8,6,2,1
Podoviridae sp. ctLPy3,,,,10,4,,3,2,1,,,,1,,2,,3,,,,14,,,,2
Triplejayvirus tripleJ,,,,10,,,,,,,,,,,,,,,,,,,,,
Alcaligenes phage Piluca,,,,10,,,1,,,,,,,1,,,,,,,,,,,
Fohxhuevirus gastrointestinalis,,,,10,7,3,2,3,,,,4,,,,,,,,,,,,2,
Trichormus azollae,,,,9,13,,,4,,,2,1,1,,2,1,1,5,2,,,1,,1,
Schaalia turicensis,,,,9,4,,1,,1,,,,4,2,2,1,1,6,,,2,1,5,,4
Streptomyces vietnamensis,,,,9,,,2,1,1,,2,5,5,3,1,6,13,4,3,5,1,20,13,12,7
Aeromonas sp. ER.1.21,,,,9,,,8,7,,,,2,,,,,,2,,,,1,,,
Xestia c-nigrum,,,,9,6,,,2,,,,1,2,2,6,3,,1,1,1,1,1,1,9,25
Furcula furcula,,,,9,,,1,1,,,1,2,2,,,1,,1,1,,3,,1,2,
Melanchra persicariae,,,,9,1,,1,,3,,,1,2,1,5,1,,2,,1,4,,1,,1
Udea olivalis,,,,9,,,2,1,2,1,1,,,1,4,10,,4,6,4,,,4,1,
Cerceris rybyensis,,,,9,,,,1,3,1,,1,3,2,4,1,,,3,,3,,,,
Rufibacter sp. DG15C,,,,9,3,1,5,,1,4,1,3,,,1,11,7,15,30,1,2,5,7,3,9
Fischerella sp. NIES-3754,,,,9,,,,1,,,,,,,,,3,1,,,2,,,,
Polynucleobacter sp. AP-Sving-400A-A2,,,,9,2,,7,2,,4,,1,1,,1,,3,,1,,,2,,,
Biomaibacter acetigenes,,,,9,,,,5,3,3,1,3,,1,2,4,15,21,3,5,6,5,21,5,7
Rhizobium phage RHph_I72,,,,8,,,,,,,,,,,,,,1,,,1,,,1,
Cressdnaviricota sp.,,,,9,11,,3,4,9,,,4,8,4,1,,,1,4,,,,,,
Bacillus sp. CMF12,,,,9,,,,,,,,,,,4,1,,8,5,1,7,,,2,3
Spiroplasma endosymbiont of Phyllotreta cruciferae,,,,9,,,,,,,,,,,,,,,,,,,,,
Halobacterium zhouii,,,,9,,,,,2,,,,,1,,,,,,,,,3,,4
Uruburuella sp.,,,,9,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaM_BP10,,,,9,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage Aclw_8,,,,9,,,,,,,,,,,,,,,,,,,,,
Spiroplasma taiwanense,,,,8,2,1,1,2,,,,,,,3,,1,,,1,,2,2,2,
uncultured bacterium C32S,,,,8,,,,,,,,,,,,,,,,,,,,,
Corynebacterium aurimucosum,,,,8,,,,1,,2,1,1,2,1,3,2,2,4,3,3,2,1,6,3,2
Rhodamnia argentea,,,,8,,2,,,,,,,,,2,,,,,2,,2,1,,
Timandra comae,,,,8,1,,1,1,2,,1,,,1,7,2,6,5,5,4,4,7,4,6,2
Candidatus Kinetoplastibacterium blastocrithidii,,,,8,,1,,1,,1,,4,,,,,,2,,1,2,,1,,
uncultured Desulfomicrobium sp.,,,,8,,,,,2,,2,,,,2,11,4,4,7,4,12,4,11,,3
Exophiala xenobiotica,,,,8,3,2,4,,,,,,,,,,,5,1,,,,,,2
Flavobacterium koreense,,,,8,13,1,3,3,1,1,6,1,2,,,,,,,,,,,,
uncultured Propionispira sp.,,,,8,,,,,1,,,,,,,,,,,,,,,,
Flavobacterium sp. SOK62,,,,8,1,2,8,,,,,4,2,1,,,,,,,,,,,
Acidovorax sp. AR24,,,,8,1,,1,,1,1,1,,,4,,,,,,,,,,,
Pseudomonas sp. RM12EL_03A,,,,8,,,,,,,,,,,,,,,,,,,,,
uncultured marine group II/III euryarchaeote SAT1000_40_G03,,,,8,,,,,,,,,,,,,,,,,,,,,
activated sludge bacterium KA11,,,,8,,,3,,,,,,2,,,,,,,,,,,,
Rathayibacter tanaceti,,,,8,2,,1,1,2,3,2,1,2,1,22,10,20,14,5,11,8,12,9,7,1
Bacillus phage vB_BpuM-BpSp,,,,8,,,,,,,,,,,,,,,,,,,,,
Lactococcus phage PLg-TB25,,,,8,,,,,,,,,,,,,,,,,,,,,
Mycolicibacterium sp. CBMA 213,,,,8,,,1,,,,,,,,11,20,43,16,23,9,27,27,38,23,19
Streptococcus phage P7574,,,,8,2,,2,1,,,,3,,,,,,,,,,,,,
Candidatus Legionella polyplacis,,,,8,,,5,3,,,,,,,6,1,2,8,3,,,1,,4,1
Picochlorum sp. 'soloecismus',,,,8,,,,,,,,,,,,,,,,,,,,,
Pasteurellaceae bacterium 12591,,,,8,,,,,,,,,,,,,,,,,,,,,
Streptococcus phage CHPC1029,,,,8,,,,,,,,,,,,,,,,,,,,,
Gordonia phage Ewald,,,,8,,,,,,,,,,,,,,,,,8,2,6,,
Salmonella sp. HNK130,,,,8,,,,,,,,,,,,,,,,,,,,,
Rhizobium phage B1VFA,,,,8,,,,,,,,5,2,1,,,,,,,,,,,
CrAss-like virus sp. ctXt06,,,,1,3,1,8,,,,,2,4,,,1,2,,,,,,,,1
Caudovirales sp. ctTVN2,,,,8,,6,,4,,,2,3,,1,,,,,,,,,,,
Subtercola endophyticus,,,,8,,,,2,2,4,2,4,1,3,20,10,14,7,11,12,6,13,7,14,2
Finchvirus finch,,,,6,,,,,1,,,,,,,,,,,,,,,,
Pseudomonas phage vB_Pae_HB2107-3I,,,,8,2,,,,,,1,,2,,,,,,,,,,,,
Halorhabdus sp. SVX81,,,,8,,,,,,,,,,,,,3,,2,,,,,,
Lysinibacillus irui,,,,8,1,,1,,,,,,,1,5,3,,,,5,1,7,4,,3
Lactobacillus phage CV244,,,,8,,,,,,,,,,,,,,,,,,,,,
Purivirus UFJFPfDIW6,,,,8,,,,,3,,2,,,,2,1,,,,,,,,1,
Natronomonas pharaonis,,,,7,,,,,,,,,2,,2,4,1,,1,,4,2,2,,
Kluyveromyces marxianus,,,,7,,,,,1,,,,,,,1,,1,1,2,,4,2,2,
Halteromyces radiatus,,,,7,,1,,,,,,,,1,6,6,2,4,6,,4,1,2,,3
Pararge aegeria,,,,7,,,,2,2,,,,,,1,1,,,2,,5,,1,,1
Onthophagus taurus,,,,7,,,1,,,,,1,3,,3,3,1,1,3,,9,,,,
